id,omission_target,addition_target,word_meaning_target,fluency_target,omission_gpt,addition_gpt,word_meaning_gpt,fluency_gpt,omission_llama,addition_llama,word_meaning_llama,fluency_llama,omission_azure,addition_azure,word_meaning_azure,fluency_azure
handbook-171,1,1,0.75,0.75,1,1,0.75,0.75,1,0,0.5,0.5,1,1,1.0,1.0
handbook-172,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.75,0.75
handbook-173,1,1,0.75,1.0,1,0,1.0,1.0,1,0,0.25,0.75,1,0,0.5,0.75
handbook-174,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.5,1.0
handbook-175,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.5,0.75,1,1,0.75,1.0
handbook-176,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,0,0.5,0.75
handbook-177,1,0,0.5,0.75,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0
handbook-178,1,1,0.75,0.75,1,1,1.0,0.75,1,1,1.0,1.0,1,1,0.25,0.75
handbook-179,1,0,0.5,0.75,1,0,0.75,0.75,1,0,0.75,0.75,1,0,1.0,1.0
handbook-180,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.75,1,1,0.75,0.75
handbook-181,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75
handbook-182,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,0,0.5,0.75
handbook-183,1,1,1.0,0.75,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.5,0.75
handbook-184,1,0,0.25,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.5,0.5
handbook-185,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,0,0,0.0,0.5
handbook-186,1,1,0.75,1.0,1,1,1.0,1.0,0,1,0.75,0.75,0,1,0.5,0.75
handbook-187,1,0,1.0,1.0,1,0,1.0,1.0,1,0,0.75,0.75,1,0,0.5,0.75
handbook-188,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,0.75,0.75
handbook-189,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75
handbook-190,1,0,0.5,0.5,1,1,0.75,1.0,1,1,1.0,1.0,1,0,0.5,0.75
handbook-191,1,1,0.75,1.0,1,0,0.5,0.75,1,0,0.5,0.75,1,0,0.25,0.5
handbook-192,1,1,1.0,0.75,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.25,0.25
handbook-194,1,1,0.25,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,0.75,1.0
handbook-195,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.75
handbook-196,1,0,1.0,1.0,1,0,1.0,1.0,1,0,0.0,0.5,1,0,0.5,0.75
handbook-197,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.5,0,1,0.0,0.25
handbook-200,1,1,0.75,0.75,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.0,0.5
handbook-201,1,0,0.5,0.75,1,1,1.0,1.0,1,0,0.0,0.25,1,1,0.75,1.0
handbook-202,1,1,1.0,1.0,1,1,1.0,0.75,1,1,0.25,0.75,1,1,0.5,0.5
handbook-203,1,1,1.0,0.75,1,1,0.5,0.75,0,1,0.25,0.5,0,1,0.25,0.25
handbook-205,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.5,0.75
handbook-206,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.25,1.0
handbook-208,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.75,1,1,0.25,0.5
handbook-209,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0,1,0,0.0,0.25
handbook-210,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75,1,0,0.0,0.5
handbook-211,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,1.0,0,0,0.0,0.25
handbook-212,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.25,0.75,1,1,0.5,0.75
handbook-216,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.25,0.5
handbook-217,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.5,1.0,1,1,0.75,1.0
handbook-219,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75
handbook-220,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.5,0.75
handbook-223,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.5,1.0,1,1,0.75,1.0
handbook-224,1,0,1.0,0.75,1,0,1.0,1.0,1,0,0.25,0.75,1,0,0.5,0.75
handbook-225,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-227,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.25,0.5,0,1,0.5,0.75
handbook-228,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.0,1.0,1,1,0.0,0.75
handbook-229,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.5,0.75
handbook-231,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-233,1,1,1.0,0.75,1,1,1.0,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-236,1,1,0.75,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.25,0.75
handbook-237,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.75,1.0
handbook-238,0,1,0.5,0.75,0,1,0.5,0.75,0,1,0.0,0.5,1,1,0.25,0.75
handbook-239,1,1,1.0,1.0,1,1,0.5,0.75,1,1,1.0,1.0,1,1,0.75,1.0
handbook-241,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-246,1,1,0.75,0.75,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.5,0.75
handbook-247,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.75,1.0,0,1,0.0,0.5
handbook-248,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-249,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.5,0,1,0.5,0.75
handbook-250,1,1,0.75,0.75,1,1,1.0,1.0,1,1,0.25,0.5,1,1,0.5,0.5
handbook-251,1,0,0.75,0.75,1,1,1.0,1.0,1,1,0.25,0.5,0,0,0.5,0.5
handbook-252,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,0,0,0.25,0.75
handbook-253,1,0,1.0,0.75,1,0,1.0,1.0,1,0,0.5,0.75,1,0,0.5,0.75
handbook-254,1,0,0.75,0.75,1,1,1.0,1.0,1,1,0.75,0.75,1,0,0.5,0.75
handbook-255,1,1,1.0,1.0,1,1,1.0,1.0,0,0,0.0,0.25,0,0,0.0,0.25
handbook-256,1,1,0.75,0.75,1,1,1.0,0.75,1,1,1.0,1.0,1,1,0.5,0.75
handbook-257,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75
handbook-258,1,1,1.0,0.75,1,1,1.0,1.0,1,1,1.0,0.75,1,1,1.0,1.0
handbook-259,1,1,1.0,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75
handbook-260,1,1,0.75,0.75,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-261,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0
handbook-262,0,1,0.75,0.75,1,1,0.75,1.0,1,1,0.5,1.0,1,1,1.0,1.0
handbook-263,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75,0,0,0.0,0.25
handbook-264,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.5,0.5,1,1,0.5,0.75
handbook-265,1,1,1.0,1.0,1,0,1.0,0.75,1,0,0.75,0.75,0,0,0.0,0.25
handbook-266,1,0,0.5,0.75,1,0,0.75,0.75,1,0,0.75,0.75,1,0,0.25,0.5
handbook-267,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.5,0.75
handbook-268,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.5,1.0,1,1,0.25,0.75
handbook-269,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.5,0.75,1,0,0.0,0.75
handbook-270,1,1,0.75,0.75,1,1,1.0,1.0,1,0,0.75,0.75,0,0,0.0,0.25
handbook-271,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.25,0.75,1,0,0.25,0.75
handbook-276,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.25,0.75
handbook-277,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,1.0,0,0,0.0,0.25
handbook-278,1,1,0.75,0.75,1,1,0.75,1.0,1,1,0.5,0.75,1,1,0.25,1.0
handbook-283,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.75,0.75,1,1,0.75,0.75
handbook-290,1,1,1.0,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.5,0.5
handbook-291,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.5,0.5
handbook-292,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.25,0.75,1,1,0.5,0.75
handbook-293,1,1,1.0,0.75,1,1,1.0,1.0,1,0,0.75,0.5,1,1,1.0,1.0
handbook-294,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0
handbook-295,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.25,0.5,1,1,1.0,1.0
handbook-296,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0,1,1,0.75,0.75
handbook-297,0,1,0.25,0.5,1,1,0.75,1.0,1,1,1.0,1.0,0,1,0.25,0.25
handbook-299,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.25,0.5,1,1,0.5,0.75
handbook-300,1,0,0.75,0.75,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.0,0.75
handbook-301,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.5,0.75
handbook-302,1,1,0.75,0.75,1,1,1.0,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-303,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-304,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.5,0.5,1,0,0.25,0.5
handbook-305,1,1,0.75,0.75,1,1,0.5,0.75,1,1,0.25,0.75,0,1,0.25,0.5
handbook-306,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75
handbook-307,1,0,1.0,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.75,0.75
handbook-308,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.25,0.75
handbook-309,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0
