id,omission_A,addition_A,word_meaning_A,fluency_A,omission_B,addition_B,word_meaning_B,fluency_B,omission_C,addition_C,word_meaning_C,fluency_C,omission_D,addition_D,word_meaning_D,fluency_D
handbook-060,0,0,0,3,1,1,0,3,1,0,0,3,1,1,0,4
handbook-061,0,1,0,4,0,0,0,4,0,1,0,4,0,1,0,4
handbook-062,0,0,0,3,0,0,0,1,0,0,0,3,0,1,1,4
handbook-064,0,0,0,3,0,0,0,3,0,0,0,4,1,1,1,4
handbook-068,0,0,0,3,1,0,1,4,0,1,0,3,0,0,0,3
handbook-069,0,1,1,3,1,1,1,4,0,1,1,4,1,1,1,4
handbook-071,1,1,1,5,1,1,0,5,1,1,1,5,1,0,0,5
handbook-072,0,0,0,2,1,1,1,4,0,0,0,3,1,1,1,5
handbook-074,1,1,1,5,1,0,0,5,1,0,0,5,1,1,0,5
handbook-075,1,0,0,3,1,1,1,5,1,0,0,4,1,1,1,4
handbook-076,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4
handbook-077,1,1,1,5,0,1,1,3,0,0,0,2,0,1,0,2
handbook-078,0,0,0,3,0,0,0,3,1,1,0,5,0,0,0,3
handbook-079,0,0,0,1,0,0,0,1,1,1,1,5,0,1,0,1
handbook-080,0,0,0,2,1,1,1,5,0,0,0,2,0,0,0,2
handbook-081,0,0,0,1,1,1,1,5,0,0,0,2,0,0,0,2
handbook-082,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,4
handbook-083,1,1,1,4,0,0,0,3,0,0,0,3,0,0,0,3
handbook-084,0,0,0,4,0,0,0,3,1,1,0,4,1,1,1,5
handbook-085,1,1,1,5,1,1,1,5,0,1,0,4,1,1,1,5
handbook-086,0,1,1,3,1,1,1,4,0,0,1,4,1,0,0,4
handbook-087,0,1,1,3,1,1,1,4,0,0,0,2,1,1,1,5
handbook-088,1,1,1,4,0,0,0,4,0,1,0,2,1,1,1,4
handbook-089,1,1,1,5,1,1,1,2,1,1,0,4,0,1,0,3
handbook-090,0,0,0,3,1,1,1,5,0,0,0,3,0,0,0,2
handbook-091,0,0,0,4,1,1,1,5,1,1,1,4,0,0,0,4
handbook-092,1,1,1,4,1,1,1,4,1,1,1,5,0,0,0,3
handbook-093,1,1,1,3,1,0,0,4,1,0,0,4,0,0,0,4
handbook-094,0,0,0,3,0,0,0,3,0,0,0,1,1,1,1,5
handbook-095,0,0,0,3,1,1,0,4,1,1,1,4,1,1,1,4
handbook-096,0,0,0,3,0,0,0,2,0,1,0,3,1,1,1,5
handbook-098,1,1,1,5,0,0,0,2,0,0,0,2,0,0,0,2
handbook-099,1,1,1,5,0,0,0,3,1,1,0,4,1,1,0,4
handbook-100,0,0,0,3,1,1,1,4,1,1,1,5,1,1,1,5
handbook-101,1,1,1,5,1,1,1,5,0,1,0,3,1,1,1,5
handbook-102,1,1,1,5,1,1,1,5,0,0,0,2,0,0,0,2
handbook-104,0,1,1,5,1,0,1,5,1,1,0,4,0,0,0,3
handbook-105,0,0,0,3,0,0,0,2,1,1,1,5,1,1,1,5
handbook-106,0,1,0,1,1,1,1,4,1,1,1,4,0,1,0,3
handbook-107,1,1,1,5,1,1,1,5,1,0,0,5,1,1,1,5
handbook-108,1,1,1,5,1,1,1,4,0,1,0,3,1,1,0,4
handbook-109,1,1,0,5,1,1,0,3,1,1,1,5,1,1,1,5
handbook-110,1,1,1,5,0,0,0,4,0,0,0,4,0,1,0,5
handbook-112,0,0,0,3,1,1,1,4,0,0,0,3,0,0,0,3
handbook-113,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,3
handbook-114,0,0,0,3,0,0,0,3,0,0,0,3,1,1,1,5
handbook-115,0,0,0,2,1,1,1,4,1,1,1,5,0,0,0,2
handbook-116,0,1,0,4,1,1,0,4,1,1,0,4,1,1,1,3
handbook-117,1,0,1,4,0,0,0,4,1,1,0,4,1,1,1,5
handbook-118,0,0,0,5,0,0,0,5,1,1,1,5,1,1,1,5
handbook-121,0,0,0,4,1,1,0,3,0,0,0,3,1,1,0,3
handbook-122,0,1,0,3,0,0,0,3,1,1,1,4,0,0,0,3
handbook-123,0,0,0,3,1,1,1,5,0,0,0,3,1,1,1,4
handbook-124,0,0,0,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-125,0,0,1,4,1,1,1,5,1,1,1,5,0,0,0,4
handbook-126,1,1,1,4,0,0,0,5,0,1,0,4,1,1,1,5
handbook-129,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,4
handbook-132,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,3
handbook-133,0,0,0,4,1,1,1,5,0,0,0,4,1,1,1,5
handbook-134,1,1,1,5,1,1,0,4,0,1,0,3,1,1,1,5
handbook-135,0,0,0,5,1,1,0,4,1,1,1,5,1,1,0,4
handbook-136,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,4
handbook-137,0,0,0,2,0,0,0,3,1,1,1,4,0,1,0,3
handbook-139,0,0,0,1,1,1,1,4,1,1,1,5,0,1,0,3
handbook-140,0,1,0,5,0,1,0,5,1,1,1,5,0,1,0,5
handbook-141,0,0,0,5,0,0,0,5,1,1,1,5,0,0,0,5
handbook-142,0,0,0,3,0,0,0,3,0,0,0,4,1,1,0,4
handbook-143,1,1,1,5,1,0,1,4,0,0,0,4,1,1,0,3
handbook-144,1,1,1,5,1,1,1,5,0,1,0,5,0,1,0,5
handbook-145,1,0,1,4,1,1,1,3,1,1,0,4,1,1,1,5
handbook-146,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,4
handbook-147,1,1,1,5,1,1,0,5,1,1,1,5,0,0,0,3
handbook-148,0,0,0,3,0,0,0,3,0,1,0,4,0,1,1,4
handbook-149,0,0,0,4,1,1,1,5,0,0,0,4,1,1,1,5
handbook-150,0,0,0,3,0,1,1,4,0,1,1,4,0,1,1,5
handbook-151,0,0,0,3,1,1,0,4,0,0,0,2,1,1,1,5
handbook-152,0,0,0,3,1,1,1,4,1,1,1,4,1,1,1,5
handbook-153,0,1,0,4,1,1,1,5,1,1,1,5,1,0,0,3
handbook-155,1,1,1,5,0,0,0,5,0,0,0,5,1,0,1,5
handbook-156,0,1,1,4,1,1,1,5,1,1,1,5,0,1,0,4
handbook-157,1,1,1,5,0,0,0,4,0,0,0,4,1,0,0,4
handbook-158,0,1,0,4,1,1,1,5,0,1,0,4,1,1,0,4
handbook-159,1,1,1,5,1,0,0,4,1,1,1,5,0,1,0,5
handbook-160,1,1,1,5,1,1,1,5,0,0,0,4,1,1,1,4
handbook-161,1,1,1,4,1,1,1,5,0,1,0,3,0,0,0,2
handbook-162,1,0,0,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-163,1,1,1,5,1,0,1,4,0,1,0,4,1,1,1,5
handbook-164,1,1,1,5,1,0,0,5,1,1,1,5,1,0,1,5
handbook-165,0,0,0,3,0,0,1,3,1,1,1,4,1,1,1,5
handbook-166,0,0,0,4,0,0,0,4,0,0,0,4,1,1,1,5
handbook-167,0,0,0,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-168,0,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-169,0,0,0,1,0,0,0,4,1,1,1,5,1,1,0,5
handbook-170,1,1,1,4,1,1,1,5,0,0,0,2,0,0,0,1
handbook-171,1,1,1,4,0,0,0,2,0,0,0,3,0,0,0,3
handbook-172,0,1,0,3,1,1,0,3,0,1,0,4,1,1,0,4
handbook-173,0,0,0,2,0,1,1,4,0,0,0,2,1,1,0,4
handbook-174,0,0,0,4,1,1,0,4,1,1,1,5,1,1,1,5
handbook-175,1,1,1,4,1,1,1,4,1,0,0,4,1,1,1,5
handbook-176,0,0,0,3,0,0,0,5,0,1,1,5,0,1,1,5
handbook-177,0,0,0,3,0,1,1,5,0,0,0,3,1,0,1,3
handbook-178,1,1,1,5,0,0,0,5,0,1,0,5,1,1,1,5
handbook-179,0,1,1,5,0,1,0,5,0,0,1,5,0,1,1,5
handbook-180,1,1,1,5,1,1,1,5,1,0,1,4,1,1,0,5
handbook-181,0,0,0,3,1,1,1,5,1,1,1,5,1,1,1,5
handbook-182,0,0,0,2,0,0,1,3,1,1,1,4,0,0,0,3
handbook-183,1,1,1,5,0,0,0,4,0,0,0,4,0,0,0,4
handbook-184,0,0,0,3,1,1,1,5,0,0,0,3,0,0,0,3
handbook-185,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3
handbook-186,0,0,0,3,1,1,0,4,0,0,0,4,1,1,0,4
handbook-187,0,0,0,3,1,0,0,4,1,1,1,4,1,1,0,4
handbook-188,0,0,0,3,0,0,0,3,1,0,1,4,0,1,1,4
handbook-189,1,1,0,3,1,1,1,5,1,1,0,4,1,1,0,4
handbook-190,0,0,0,3,0,0,0,5,1,1,0,5,1,1,0,5
handbook-191,0,0,0,1,1,1,1,3,1,1,1,4,1,1,1,4
handbook-192,0,1,0,4,0,0,0,1,0,0,0,3,1,1,1,5
handbook-194,0,0,0,4,0,0,1,4,1,1,0,4,1,1,0,4
handbook-195,0,0,0,4,1,1,1,4,1,1,1,5,1,1,1,5
handbook-196,0,1,0,4,0,1,0,3,1,1,1,5,0,0,0,1
handbook-197,0,1,0,3,0,1,0,3,1,1,1,4,0,1,0,3
handbook-200,0,0,0,3,0,1,1,4,1,1,1,5,0,1,1,4
handbook-201,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,4
handbook-202,1,1,0,3,1,0,0,3,0,1,0,3,1,1,1,4
handbook-203,0,1,1,4,1,0,0,5,0,1,0,5,1,1,1,5
handbook-205,0,0,0,3,1,1,0,4,0,0,0,3,1,1,1,5
handbook-206,0,0,0,3,1,0,0,3,1,1,1,5,0,0,0,3
handbook-208,0,0,0,3,0,0,1,4,1,0,0,1,1,1,0,3
handbook-209,0,0,0,2,0,0,0,2,1,1,1,3,0,0,0,2
handbook-210,0,0,0,2,1,0,0,3,0,0,0,2,1,0,0,1
handbook-211,0,0,0,3,0,0,0,1,1,1,0,4,1,1,1,4
handbook-212,0,0,0,3,0,1,0,4,0,1,0,4,1,1,1,4
handbook-216,1,1,1,4,1,0,0,2,1,0,0,3,1,0,0,3
handbook-217,1,1,1,5,0,1,0,5,0,1,0,5,1,1,1,5
handbook-219,1,1,1,5,1,1,1,4,1,1,1,5,1,0,0,4
handbook-220,0,0,0,3,1,1,0,4,1,1,1,4,1,1,0,5
handbook-223,0,0,0,3,0,1,0,3,1,1,1,4,0,0,0,3
handbook-224,1,1,0,5,0,0,0,3,1,1,0,5,1,1,1,5
handbook-225,1,1,1,4,1,1,1,4,1,1,0,4,1,1,1,4
handbook-227,0,1,0,5,1,1,1,4,1,1,1,5,1,1,0,5
handbook-228,0,1,0,5,0,1,0,5,0,1,0,5,0,1,0,4
handbook-229,0,1,0,5,0,0,0,4,1,1,1,5,1,1,1,5
handbook-231,0,0,0,4,1,1,1,5,0,0,1,4,1,1,1,5
handbook-233,1,0,1,4,1,0,0,4,1,1,1,5,1,1,1,4
handbook-236,0,1,0,4,1,0,0,5,1,1,1,4,1,1,1,4
handbook-237,0,1,1,4,1,1,1,5,0,1,1,4,1,1,1,5
handbook-238,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-239,0,0,0,2,1,1,0,4,0,1,0,3,1,1,1,5
handbook-241,0,0,0,2,1,1,1,5,1,1,0,4,0,1,0,5
handbook-246,0,0,0,3,0,1,0,3,1,1,1,4,0,0,1,3
handbook-247,0,0,0,3,1,0,1,2,0,0,0,3,0,0,0,4
handbook-248,0,1,1,4,0,0,0,3,1,1,1,5,0,1,1,4
handbook-249,1,1,1,5,1,1,1,4,0,1,0,3,1,1,1,5
handbook-250,1,1,0,3,1,1,1,4,1,1,0,3,1,1,0,3
handbook-251,0,0,0,3,1,1,1,3,1,1,1,4,1,1,1,3
handbook-252,1,1,1,3,1,1,1,3,1,1,1,3,1,1,0,2
handbook-253,1,1,1,4,0,0,0,3,1,1,1,4,0,0,0,1
handbook-254,0,0,0,4,1,0,0,3,0,1,0,3,1,1,1,5
handbook-255,0,0,0,2,1,1,1,4,0,0,0,3,0,0,0,1
handbook-256,1,1,0,5,0,0,1,4,1,1,1,4,1,1,0,5
handbook-257,1,1,1,5,0,0,0,4,0,0,1,4,1,1,1,5
handbook-258,1,1,1,5,1,1,1,5,0,0,0,3,1,0,1,5
handbook-259,0,0,0,3,1,1,1,5,0,1,0,3,1,1,1,4
handbook-260,1,1,1,5,0,0,0,4,1,1,1,4,1,1,0,4
handbook-261,0,1,1,4,0,0,0,2,0,1,0,3,1,1,1,4
handbook-262,1,1,0,3,0,0,0,4,1,1,1,5,1,1,1,5
handbook-263,1,1,1,5,1,1,1,4,1,0,0,3,0,0,0,3
handbook-264,1,1,1,5,1,1,1,5,1,1,1,4,1,0,0,2
handbook-265,0,0,0,2,0,1,0,3,0,1,1,4,1,1,1,4
handbook-266,0,1,1,4,1,1,1,4,0,0,0,2,0,0,1,3
handbook-267,0,0,1,3,1,1,1,4,0,0,0,3,0,0,1,4
handbook-268,1,1,1,4,1,1,1,5,0,0,0,2,0,0,0,3
handbook-269,0,0,0,4,1,1,1,5,0,0,0,2,0,1,0,4
handbook-270,0,0,0,3,0,0,0,3,1,1,1,5,1,1,1,5
handbook-271,0,0,0,2,1,1,1,4,0,0,0,1,1,1,1,5
handbook-276,1,1,1,4,0,0,0,3,0,1,0,3,0,0,0,2
handbook-277,1,1,1,5,1,1,1,5,0,1,0,4,0,1,0,4
handbook-278,1,1,0,5,1,0,0,5,0,1,0,2,1,1,1,5
handbook-283,0,0,0,3,0,0,0,3,0,0,0,3,1,1,1,5
handbook-290,1,1,1,5,0,1,0,4,1,1,1,4,1,1,1,4
handbook-291,0,1,0,3,1,0,0,4,1,0,0,4,1,1,0,5
handbook-292,0,1,0,2,1,1,1,4,1,1,1,5,0,1,0,2
handbook-293,0,1,1,4,1,0,0,4,1,1,1,5,1,1,1,5
handbook-294,1,1,1,5,0,0,0,2,0,1,1,4,1,1,1,5
handbook-295,1,0,0,3,1,1,1,3,1,1,1,4,1,1,1,3
handbook-296,1,1,1,5,1,1,0,5,1,1,0,4,0,0,0,2
handbook-297,0,0,0,1,1,1,1,4,0,0,1,3,1,1,1,4
handbook-299,1,1,0,5,1,1,1,4,0,1,0,5,1,1,1,5
handbook-300,0,1,0,4,1,1,1,4,1,1,0,4,0,0,0,3
handbook-301,1,1,1,4,0,1,0,4,0,1,0,3,0,1,0,3
handbook-302,0,1,0,3,1,1,0,4,1,1,1,4,1,1,1,5
handbook-303,1,0,1,5,1,0,1,5,1,1,1,5,0,1,0,5
handbook-304,0,0,0,3,1,1,1,4,0,0,0,3,1,1,1,4
handbook-305,0,0,0,2,1,1,1,4,1,1,1,5,0,0,0,1
handbook-306,0,1,0,3,1,0,0,3,0,0,0,3,1,1,1,3
handbook-307,0,1,0,3,1,1,1,4,1,1,1,4,0,1,0,3
handbook-308,1,1,1,5,0,1,0,4,0,1,0,4,0,1,1,5
handbook-309,1,1,1,4,1,0,0,3,1,1,1,4,1,1,1,4
