ID	target	gpt	llama	azure
handbook-082	0.26	0.84	0.94	0.92
handbook-083	0.89	1.0	1.0	0.99
handbook-084	0.83	0.96	0.96	0.94
handbook-085	0.86	1.0	1.0	0.97
handbook-086	0.59	0.8	0.58	0.41
handbook-087	0.8	0.83	0.77	0.83
handbook-088	0.89	0.88	0.71	0.83
handbook-089	0.93	0.81	0.84	0.83
handbook-090	0.75	0.84	0.83	0.9
handbook-091	0.14	0.88	0.86	0.97
handbook-092	0.87	0.8	0.81	0.79
handbook-093	0.93	0.91	0.89	0.91
handbook-094	0.88	0.87	0.98	0.93
handbook-095	0.94	0.96	0.96	0.88
handbook-096	0.75	0.9	0.94	0.92
handbook-098	0.81	0.98	0.95	0.93
handbook-099	0.85	1.0	0.99	0.99
handbook-100	0.95	0.98	0.95	0.98
handbook-101	0.97	0.96	0.99	0.99
handbook-102	0.92	0.97	0.93	0.96
handbook-104	1.0	0.96	0.96	0.87
handbook-105	0.84	1.0	1.0	1.0
handbook-106	0.44	0.85	0.91	0.93
handbook-107	0.74	0.84	0.83	0.86
handbook-108	0.74	0.8	0.81	0.81
handbook-109	0.95	0.96	0.99	0.98
handbook-110	0.93	0.99	1.0	0.97
handbook-112	0.69	0.84	0.8	0.62
handbook-113	0.62	0.71	0.88	0.61
handbook-114	0.85	1.0	1.0	1.0
handbook-115	0.7	0.92	0.94	0.79
handbook-116	0.75	0.77	0.64	0.88
handbook-117	0.98	1.0	1.0	0.95
handbook-118	0.89	1.0	1.0	1.0
handbook-121	1.0	0.98	0.97	0.95
handbook-122	0.87	0.92	0.97	0.95
handbook-123	0.74	0.9	0.89	0.99
handbook-124	1.0	1.0	1.0	1.0
handbook-125	0.98	1.0	0.95	1.0
handbook-126	0.96	0.98	0.95	0.98
handbook-129	0.67	0.97	0.95	0.95
handbook-132	0.83	1.0	1.0	0.99
handbook-133	1.0	0.98	0.99	0.99
handbook-134	0.89	0.97	0.97	0.94
handbook-135	0.99	0.98	1.0	0.99
handbook-136	0.96	0.97	0.88	0.97
handbook-137	0.84	0.85	0.95	0.94
handbook-139	0.71	1.0	0.97	1.0
handbook-140	0.97	1.0	0.93	1.0
handbook-141	0.92	1.0	1.0	1.0
handbook-142	0.83	0.95	0.96	0.98
handbook-143	0.89	0.97	0.96	0.83
handbook-144	0.88	0.92	0.77	0.92
handbook-145	0.72	0.86	0.97	0.95
handbook-146	0.94	0.95	0.95	0.94
handbook-147	0.96	0.99	0.96	0.98
handbook-148	0.95	0.84	0.91	0.89
handbook-149	0.89	0.99	0.96	0.99
handbook-150	0.98	1.0	0.9	0.98
handbook-151	0.89	0.84	0.87	0.88
handbook-152	0.97	0.99	0.97	0.98
handbook-153	0.91	1.0	1.0	1.0
handbook-155	0.92	1.0	1.0	1.0
handbook-156	0.62	0.83	0.9	0.74
handbook-157	0.47	0.85	0.81	0.93
handbook-158	0.95	0.98	0.98	0.98
handbook-159	0.9	0.97	0.96	0.97
handbook-160	0.97	0.94	0.91	0.99
handbook-161	0.79	0.95	0.89	0.95
handbook-162	0.99	0.99	0.99	0.99
handbook-163	0.96	0.98	1.0	1.0
handbook-164	0.97	0.98	0.98	0.98
handbook-165	1.0	1.0	1.0	1.0
handbook-166	0.95	1.0	0.94	0.99
handbook-167	1.0	1.0	1.0	1.0
handbook-168	1.0	1.0	1.0	1.0
handbook-169	0.88	0.85	0.84	0.98
handbook-170	0.92	0.88	0.79	0.97
handbook-171	0.88	0.95	0.92	0.89
handbook-172	0.9	0.98	0.97	0.91
handbook-173	0.85	0.98	0.98	0.97
handbook-174	0.99	1.0	1.0	1.0
handbook-175	0.97	0.97	0.91	0.95
handbook-176	0.97	0.99	0.99	0.99
handbook-177	0.94	0.98	0.97	0.97
handbook-178	0.87	0.96	0.9	0.95
handbook-179	0.92	1.0	1.0	0.99
handbook-180	0.86	0.98	1.0	0.96
handbook-181	0.36	0.98	0.97	0.96
handbook-182	0.91	0.98	0.99	0.99
handbook-183	0.56	0.86	0.88	0.99
handbook-184	0.87	0.89	0.94	0.93
handbook-185	0.42	0.98	0.95	0.96
handbook-186	0.85	0.83	0.22	0.92
handbook-187	0.9	0.97	0.98	0.99
handbook-188	0.83	0.92	0.87	0.79
handbook-189	0.39	0.98	0.96	0.71
handbook-190	0.74	1.0	0.87	1.0
handbook-191	0.87	0.89	0.72	0.35
handbook-192	0.85	0.96	1.0	0.75
handbook-194	0.87	0.99	0.99	0.99
handbook-195	0.93	0.99	0.99	0.98
handbook-196	0.9	0.99	0.99	0.99
handbook-197	0.93	0.93	0.96	0.92
handbook-200	0.86	0.87	0.87	0.88
handbook-201	0.5	0.87	0.9	0.89
handbook-202	0.57	0.86	0.83	0.84
handbook-203	0.79	0.89	0.93	0.91
handbook-205	0.98	1.0	1.0	0.99
handbook-206	0.94	0.97	0.96	0.97
handbook-208	0.77	0.83	0.8	0.66
handbook-209	0.76	0.86	0.81	0.82
handbook-210	0.69	0.7	0.82	0.76
handbook-211	0.67	0.77	0.76	0.68
handbook-212	0.44	0.99	0.98	0.97
handbook-216	0.82	0.82	0.83	0.82
handbook-217	0.95	0.97	0.97	0.96
handbook-219	0.94	1.0	0.97	0.97
handbook-220	0.91	0.89	0.94	0.84
handbook-223	0.89	0.99	1.0	1.0
handbook-224	0.75	0.99	0.99	0.99
handbook-225	1.0	1.0	1.0	0.97
handbook-227	0.97	1.0	0.97	0.98
handbook-228	0.89	0.9	1.0	0.98
handbook-229	1.0	0.97	1.0	1.0
handbook-231	1.0	0.98	1.0	1.0
handbook-233	0.95	0.96	0.98	0.98
handbook-236	0.86	0.92	0.95	0.89
handbook-237	0.99	1.0	1.0	1.0
handbook-238	0.99	1.0	1.0	1.0
handbook-239	0.92	0.98	0.99	0.94
handbook-241	0.88	0.99	0.99	1.0
handbook-246	0.85	0.85	0.89	0.89
handbook-247	0.87	0.86	0.88	0.9
handbook-248	0.8	0.88	0.95	0.9
handbook-249	0.86	0.97	0.97	0.84
handbook-250	0.36	0.27	0.28	0.29
handbook-251	0.31	0.71	0.4	0.75
handbook-252	0.4	0.3	0.6	0.7
handbook-253	0.49	0.63	0.25	0.64
handbook-254	0.27	0.26	0.23	0.42
handbook-255	0.17	0.29	0.14	0.12
handbook-256	0.68	0.42	0.27	0.62
handbook-257	0.81	0.92	0.92	0.91
handbook-258	0.84	0.92	0.86	0.89
handbook-259	0.52	0.83	0.88	0.83
handbook-260	0.85	0.84	0.91	0.85
handbook-261	0.37	0.46	0.29	0.67
handbook-262	0.78	0.92	0.87	0.95
handbook-263	0.22	0.27	0.31	0.17
handbook-264	0.32	0.32	0.2	0.21
handbook-265	0.15	0.14	0.19	0.14
handbook-266	0.5	0.51	0.28	0.74
handbook-267	0.25	0.4	0.76	0.67
handbook-268	0.5	0.64	0.49	0.62
handbook-269	0.3	0.35	0.49	0.22
handbook-270	0.75	0.6	0.44	0.43
handbook-271	0.69	0.31	0.38	0.57
handbook-276	0.92	0.9	0.99	0.9
handbook-277	0.93	0.82	0.86	0.9
handbook-278	0.85	0.91	0.91	0.87
handbook-283	0.64	0.79	0.77	0.79
handbook-290	0.66	0.64	0.73	0.84
handbook-291	0.76	0.79	0.65	0.85
handbook-292	0.41	0.55	0.59	0.26
handbook-293	0.91	0.97	0.97	0.98
handbook-294	0.92	0.99	0.98	0.97
handbook-295	0.63	0.83	0.82	0.87
handbook-296	0.91	0.98	0.96	0.96
handbook-297	0.72	0.59	0.68	0.43
handbook-299	0.6	0.85	0.83	0.8
handbook-300	0.79	0.85	0.8	0.8
handbook-301	0.69	0.8	0.6	0.47
handbook-302	0.82	0.85	0.87	0.89
handbook-303	0.78	0.97	0.96	0.95
handbook-304	0.45	0.66	0.6	0.38
handbook-305	0.41	0.51	0.68	0.3
handbook-306	0.74	0.81	0.82	0.81
handbook-307	0.8	0.9	0.91	0.73
handbook-308	0.18	0.64	0.44	0.38
handbook-309	0.8	0.81	0.71	0.72
ALL	0.8	0.89	0.88	0.88
