id	source	translation_A	translation_B	translation_C	translation_D	mapping
handbook-025	また、弁護人もそのような家族もない場合には、雇主とか知人などのうちからあなたが指定する1人に通知します。	此外，如果没有辩护律师或此类家庭成员，我们将通知您指定的雇主或熟人之一。	如果没有辩护人，也没有这种家庭成员，那么由雇主或者熟人等中的你指定的1人来通知。	如果没有辩护人和那样的家人，会通知雇主或熟人中由你指定的一个人。	如果没有辩护人也没有家属的话，则通知你的雇主或者你熟人当中你所指定的一个人。	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt', 'D': 'target'}
handbook-026	通知先の氏名、住居、電話番号を述べてください。	请包括您要通知的人的姓名、居住地和电话号码。	请说明通知对象的姓名、住址、电话号码。	請说明通知对象的姓名、住所和电话号码。	请你说一下通知对象的姓名，地址，电话号码。	{'A': 'translation_azure', 'B': 'translation_gpt', 'C': 'translation_llama', 'D': 'target'}
handbook-027	日本にいる兄に連絡してください。	请通知我在日本的哥哥。	请联系您在日本的兄弟。	请联系在日本的哥哥。	请联系在日本的哥哥。	{'A': 'target', 'B': 'translation_azure', 'C': 'translation_llama', 'D': 'translation_gpt'}
handbook-030	私と同じところに住んでいます。	他和我住在一起。	和我住在同一个地方。	他们和我住在同一个地方。	他和我住在同一个地方。	{'A': 'target', 'B': 'translation_gpt', 'C': 'translation_azure', 'D': 'translation_llama'}
handbook-031	あなたは、○○国国民として、領事関係に関するウィーン条約第36条第1項(b)の規定により、勾留の事実を○○国領事官に通報することを要求しますか。	作为 XX 国的公民，您是否要求根据《维也纳领事关系公约》第 36（1）（b） 条的规定向该国的领事官员报告您被拘留的事实？	你作为○○国国民，根据有关领事关系的维也纳条约第36条第1款(b)的规定，你需要把被拘留的事实通报○○国领事吗?	作为○○国国民，您要求根据《维也纳领事关系公约》第36条第1款(b)的规定，将拘留事实通知○○国领事官吗？	你作为○○国国民，按照领事关系相关的维也纳公约第36条第1项（b）的规定，要求我们将你被拘留的事实通知○○国驻外领事官 吗？	{'A': 'translation_azure', 'B': 'target', 'C': 'translation_gpt', 'D': 'translation_llama'}
handbook-032	通報することを要求します。<要求しません。>	请求报告。 <不要问>	我要求报警。<不要求。>	要求〈不要求〉通报。	要求通報。<不要求。>	{'A': 'translation_azure', 'B': 'translation_gpt', 'C': 'target', 'D': 'translation_llama'}
handbook-033	なお、領事機関に対しては、我が国の法令に反しない限り、信書を発することができます。	另外，在不违反我国法令的范围内，你可以向领事机关写信。	此外，在不违反我国法律法规的情况下，可以向领事机构发送信函。	只要不违反日本的法律和法规，就可以向领事机构发出信件。	なお，对于领事机关来说，只要不违反我国法律的规定，便可以发出相关的信函。	{'A': 'target', 'B': 'translation_gpt', 'C': 'translation_azure', 'D': 'translation_llama'}
handbook-034	あなたが述べたことを調書に書きましたので、それを読み上げます。	你所说的内容已做成了笔录，现在向你宣读。	我已经把你说的话写在了记录里，我会大声读出来。	我已经把您所述的内容记录在了笔录上，现在将其念给您听。	我已经把你说的话记录在卷宗上了，现在我会大声读出来。	{'A': 'target', 'B': 'translation_azure', 'C': 'translation_gpt', 'D': 'translation_llama'}
handbook-035	間違いなければここに署名して、左人指し指で指印してください。	若无错误，请在此签名并用左手食指指印。	如果没有错误，请在此处签名并用左手食指标记。	如果没有错，请你在这里签名，并用左食指按指印。	如果没有错误，请在这里签名，并用左手食指按下指纹。	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'target', 'D': 'translation_gpt'}
handbook-037	良心に従って誠実に通訳をすることを誓います。	我保证根据我的良心真诚地进行口译。	我发誓，凭良心诚实地做翻译。	我誓言要按照良心诚实地进行翻译。	我宣誓将遵循良心诚实地进行翻译。	{'A': 'translation_azure', 'B': 'target', 'C': 'translation_llama', 'D': 'translation_gpt'}
handbook-038	被告人は前に出てください。	被告人请到前面来。	被告请到前面来。	被告应该站出来。	被告请上前。	{'A': 'target', 'B': 'translation_llama', 'C': 'translation_azure', 'D': 'translation_gpt'}
handbook-039	<被告人は起立してください。>	被告请起立。	〈被告人请起立。〉	被告请站起来。	<被告必须站起来>	{'A': 'translation_gpt', 'B': 'target', 'C': 'translation_llama', 'D': 'translation_azure'}
handbook-045	それでは、これから被告人に対する○○被告事件についての審理を始めます。	现在，我们将开始审理被告 XX 针对被告的案件。	现在开始审理对被告人的○○被告案件。	那么，现在开始对被告人○○的被告案件进行审理。	那么，现在开始对○○被告事件的被告人进行审理。	{'A': 'translation_azure', 'B': 'target', 'C': 'translation_gpt', 'D': 'translation_llama'}
handbook-046	起訴状は受け取っていますね。	你已经收到了起诉书。	起诉书已经收到了。	你已经收到起诉书了吧。	你收到起诉书了吧。	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt', 'D': 'target'}
handbook-047	まず起訴状が朗読されますから、被告人は聞いていてください。	首先宣读起诉书，被告人请听着。	首先会宣读起诉书，所以请被告倾听。	首先将宣读起诉书，所以被告请仔细听。	首先，起诉书将被大声宣读，因此被告应该倾听。	{'A': 'target', 'B': 'translation_gpt', 'C': 'translation_llama', 'D': 'translation_azure'}
handbook-048	検察官、起訴状を朗読してください。	检察官，请宣读起诉书。	检察官，请朗读起诉状。	检察官，大声宣读起诉书。	检察官，请朗读起诉书。	{'A': 'target', 'B': 'translation_gpt', 'C': 'translation_azure', 'D': 'translation_llama'}
handbook-049	これから、今朗読された事実についての審理を行いますが、審理に先立ち被告人に注意しておきます。	接下来，将对刚才宣读的事实进行审理，在审理开始之前，需要提醒被告。	我们现在将就刚刚宣读的事实举行听证会，但我想在听证会前警告被告。	接下来，我们将对刚才宣读的事实进行审理，但在审理开始之前，先提醒被告人。	现在开始就刚才宣读的事实进行审理，在审理之前请被告人注意如下事项。	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt', 'D': 'target'}
handbook-051	したがって、被告人は答えたくない質問に対しては答えを拒むことができますし、また、始めから終わりまで黙っていることもできます。	因此，被告人对于不愿意回答的问题可以拒绝回答，也可以自始至终保持沉默。	因此，被告人可以拒绝回答不愿回答的问题，也可以从头到尾保持沉默。	因此，被告可以拒绝回答他不想回答的问题，他也可以自始至终保持沉默。	因此，被告人可以拒绝回答不想回答的问题，也可以从头到尾保持沉默。	{'A': 'target', 'B': 'translation_llama', 'C': 'translation_azure', 'D': 'translation_gpt'}
handbook-052	もちろん質問に対して答えたいときには答えてよいですが、被告人がこの法廷で述べたことは、被告人に有利不利を問わず証拠として用いられることがありますから、そのことを念頭に置いて答えるようにしてください。	当然愿意回答问题时可以回答，只是被告人在这个法庭上所述的内容，无论对被告人有利或不利，都有可能作为证据被采用，所以回答时请留意这一点。	当然，如果你愿意，你可以回答问题，但请记住这一点，因为被告在本法庭上所说的话可以用作证据，无论它对被告是有利还是不利。	当然，如果你有意愿回答问题，可以回答，但被告人在法庭上所说的话，不论对被告人是否有利，都可能作为证据被引用，所以请你们注意这一点然后回答。	当然可以回答问题，不过请记住，被告人在庭上所说的话，无论对被告人有利还是不利，都可能被用作证据，所以请记住这一点来回答。	{'A': 'target', 'B': 'translation_azure', 'C': 'translation_llama', 'D': 'translation_gpt'}
handbook-053	検察官が今読んだ事実について何か述べることはありますか。	关于检察官刚才宣读的事实，你有什么要说的吗？	你对检察官刚刚读到的内容有什么要说的吗？	检察官刚刚所读的那些事实你们有什麼要陈述的吗？	对于刚才检察官宣读的事实你有什么要陈述的吗?	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama', 'D': 'target'}
handbook-054	事実はそのとおり間違いありません。	事实毋庸置疑。	事实正如所言没有错误。	事实确实如此没有错。	事实没有错。	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt', 'D': 'target'}
handbook-055	事実は身に覚えがありません。	事实上，我沒有任何印象。	这不是事实。	我不记得事实了。	事实我没有印象。	{'A': 'translation_llama', 'B': 'target', 'C': 'translation_azure', 'D': 'translation_gpt'}
handbook-056	酒を飲んでいたので、よく覚えていません。	因为喝了酒，所以记得不太清楚。	因为喝了酒，记不清楚了。	因为我当时正在喝酒，所以没有什么印象。	我当时在喝酒，所以我记不太清楚了。	{'A': 'translation_gpt', 'B': 'target', 'C': 'translation_llama', 'D': 'translation_azure'}
handbook-057	物を取ったのは確かですが、人は殺していません。	确实拿了东西，但没有杀人。	拿了东西是肯定的了，但是并没有杀人。	他们确实拿了东西，但他们没有杀人。	我确实偷了别人的东西，但我没有杀人。	{'A': 'translation_gpt', 'B': 'translation_llama', 'C': 'translation_azure', 'D': 'target'}
handbook-058	被害者を刺したのは確かですが、殺すつもりはありませんでした。	被害者被刺是事实，但是当时没有想要杀死对方的意图。	可以肯定的是，他刺伤了受害者，但他并不打算杀死他。	我确实刺了受害人，但我没有想杀他〈她〉。	刺伤受害者是事实，但我没有杀人的意图。	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'target', 'D': 'translation_gpt'}
handbook-060	被告人には、窃盗の故意がないので、無罪を主張します。	被告人没有盗窃的故意，因此主张无罪。	因为被告人没有盗窃的故意，所以我认为是无罪的。	被告人没有盗窃的故意，所以主张无罪。	被告不认罪，因为他无意偷窃。	{'A': 'translation_gpt', 'B': 'target', 'C': 'translation_llama', 'D': 'translation_azure'}
handbook-061	被告人には、窃盗の実行の着手がありませんので、無罪を主張します。	被告人没有实施盗窃的行为，所以主张无罪。	被告没有实施盗窃行为的着手，因此主张无罪。	因为被告人没有着手实行盗窃行为，所以我认为是无罪的。	被告不认罪，因为他没有发起盗窃。	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'target', 'D': 'translation_azure'}
handbook-062	被告人の行為は正当防衛に当たるので、無罪を主張します。	因为被告人的行为属于正当防卫，所以我认为是无罪的。	被告的行为构成了正当的辩护，因此他不认罪。	被告人的行为属于正当防卫，所以主张无罪。	由于被告人的行为属于正当防卫，所以我们主张无罪。	{'A': 'target', 'B': 'translation_azure', 'C': 'translation_llama', 'D': 'translation_gpt'}
handbook-064	検察官が証拠によって証明しようとする事実を述べますので、被告人は聞いていてください。	检察官将通过证据证明某些事实，请被告听清楚。	检察官将陈述将通过证据证明的事实，请被告人注意听。	被告应该听取检察官陈述他打算通过证据证明的事实。	检察官将陈述根据证据想要证明的事实，被告人请听着。	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure', 'D': 'target'}
handbook-068	それでは、弁護人の冒頭陳述を申し上げます。	那么，现在进行辩护律师的开场陈述。	现在，我想介绍辩护律师的开场白。	那么，开始由辩护人进行开庭陈述。	那么我开始进行开头陈述。	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama', 'D': 'target'}
handbook-069	被告人は、本件犯行を行っておらず、無罪です。	被告没有犯罪，无罪。	被告人没有实施本次犯罪行为，是无罪的。	被告没有犯下此案，无罪。	被告人并未实施本案的罪行，是无罪的。	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt', 'D': 'target'}
handbook-071	次に、公判前整理手続の結果を明らかにする手続を行います。	下面，出示公判前整理手续的结果。	接下来，我们将执行程序以明确审前和解程序的结果。	接下来，将进行明确审前准备程序结果的程序。	接着，进行公判前整理手续结果的明确化手续。	{'A': 'target', 'B': 'translation_azure', 'C': 'translation_gpt', 'D': 'translation_llama'}
handbook-072	この公判に先立ち、裁判所、検察官、弁護人の3者によって行われた公判前整理手続の結果、本件における主たる争点は、次の2点であることが明らかになっています。	在本次庭审之前，法院、检察官、辩护人三方进行的庭审前整理手续的结果，本案中的主要争点有以下两点已经明确。	在本次公判之前，由法院、检察官、辩护人三方进行的公判前整理程序的结果显示，本案中的主要争点有以下两点。	根据法院、检察官和辩护律师在审判前进行的审前安排程序，很明显以下两点是本案的主要问题。	在公判前，法院，检察官，辩护人三方共同实施公判前整理手续后，明确了本案的主要争议点为以下两点。	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure', 'D': 'target'}
handbook-074	以上の事実を立証するため、証拠等関係カード(甲)(乙)記載の各証拠の取調べを請求します。	为证明以上事实，申请调取证据等相关卡（甲）（乙）记载的各项证据。	为了证明上述事实，要求对证据等有关卡片（甲）（乙）记载的各项证据进行调取和审查。	为了证实上述事实，请求调查有关(甲)(乙)证据卡上所记载的各项证据。	为了证明上述事实，我们要求对证据卡 （A） 和 （B） 上列出的每一项证据进行审查。	{'A': 'translation_gpt', 'B': 'translation_llama', 'C': 'target', 'D': 'translation_azure'}
handbook-075	弁護人、御意見はいかがですか。	辩护人，您的意见如何？	辩护人对此有什么意见吗?	辩护人，您有何意见。	辩护律师，你怎么看？	{'A': 'translation_gpt', 'B': 'target', 'C': 'translation_llama', 'D': 'translation_azure'}
handbook-076	すべて同意します。	我都同意他们的观点。	我同意全部。	全部同意。	我全部同意。	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'target', 'D': 'translation_gpt'}
handbook-077	甲3号証と甲4号証の目撃者Aの検察官と司法警察員に対する供述調書については不同意です。	对甲3号证和甲4号证的目击者A对检察官和司法警察员的陈述笔录不予同意。	对于甲3号证和甲4号证目击者A对检察官和司法警察员的供述笔录，我表示不同意。	我不同意证人 A 在证据 A 3 和证人 A4 中向检察官和司法警官的陈述。	对于甲3号和4号书证的目击者A对检察官对司法警察员所作的供述笔录，不同意;	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure', 'D': 'target'}
handbook-078	その余の各証拠は同意します。	其他证据同意。	其余证据都一致。	其余每一个证据都同意。	对于其余的各项证据，我表示同意。	{'A': 'target', 'B': 'translation_azure', 'C': 'translation_llama', 'D': 'translation_gpt'}
handbook-079	証拠物については異議ありません。	对于物证没有异议。	对证据没有异议。	对证据物没有异议。	对证据品没有异议。	{'A': 'target', 'B': 'translation_azure', 'C': 'translation_gpt', 'D': 'translation_llama'}
handbook-080	乙3号証の被告人の司法警察員に対する供述調書は、取調べ警察官の脅迫により録取されたものであり、任意性を争います。	证据 3 中被告向司法警官提供的宣誓书是在审讯警官受到恐吓时记录的，并被质疑为自愿。	乙3号证的被告人对司法警察官的供述笔录是由于审讯警察官的胁迫而录取的，我们对其自愿性提出异议。	被告人对乙3号证的司法警员的供述笔录是由审讯的警察官威胁而得的，因此对其任意性存疑。	乙3号书证的被告人对司法警察员所作的供述笔录，是在审讯警察的威胁下而作成的，辩护人对于其供述的任意性有争议。	{'A': 'translation_azure', 'B': 'translation_gpt', 'C': 'translation_llama', 'D': 'target'}
handbook-081	乙5号証の被告人の司法警察員に対する供述調書は、供述録取に際し、共犯者をかばって供述したものであるので、その調書には信用性がありません。	被告人乙对司法警察人员的供述笔录，即被告人提供的第五号证据是供述录取时为了掩护同案犯而做出的虚假供述，因此该笔录不可靠。	证据 5 中被告对司法警官的陈述不可信，因为它是在接受宣誓书时以同伙为掩护做出的。	乙5号书证的被告人对司法警察员所作的供述笔录，因在作供述笔录时，被告人作了庇护同犯者的供述，所以此笔录是没有信用性的。	被告人对司法警察员的乙5号证的供述笔录是为了保护共犯者而做的供述，因此该笔录不具有可信性。	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'target', 'D': 'translation_gpt'}
handbook-082	乙9号証の被告人の検察官に対する供述調書は、検討中のため意見を留保します。	乙9号证的被告人对检察官的供述笔录，因正在审阅中所以保留意见。	乙9号证的被告人在检察官面前的供述笔录，由于正在审查中，暂不发表意见。	证据 9 中被告向检察官提交的宣誓书正在考虑中，我保留我的意见。	乙9号书证的被告人对检察官所作的供述笔录，因在考虑中，现在保留意见。	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure', 'D': 'target'}
handbook-083	それでは、同意のあった各証拠は採用し、取り調べることにします。	那么，同意的各项证据将予以采纳并进行调查。	那么，采用已同意的各项证据并进行审理。	然后，每一条双方同意的证据都将被采纳和审查。	那么，就采用雙方同意的每一項證據，並進行調查。	{'A': 'translation_gpt', 'B': 'target', 'C': 'translation_azure', 'D': 'translation_llama'}
handbook-084	検察官、書証の要旨を告知し、証拠物を示してください。	请检察官告知书证的要旨，并出示证物。	检察官应该给你一封信的摘要并出示证据。	检察官，请说明书面证据的内容，并出示证据物品。	检察官，请告知书证的概要，并出示物证。	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama', 'D': 'target'}
handbook-085	検察官が書証の要旨を告げますので、被告人は聞いていてください。	检察官将宣读书证的摘要，被告人请注意听取。	检察官会给你一份证词摘要，所以被告应该听。	检察官将告知书证的要旨，所以请被告人注意听。	检察官将要告知书证的概要，被告人请听着。	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt', 'D': 'target'}
