id	source	translation_A	translation_B	translation_C	mapping
question-16	なぜ十分な調査が行われなかったのか、それが合理的に説明できるのでしょうか？	为什么没有进行充分的调查，这样是可以合理地解释得了的吗？	这是否可以合理地解释为什么没有进行足够的研究？	为什么没有进行充分的调查，可以合理地解释吗？	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt'}
question-17	もし被告人が本当に有罪なら、なぜこれほど多くの疑問点が残るのでしょうか？	如果被告真的有罪，为什么会留下这么多疑问呢？	如果被告人真的有罪，为什么会留下这么多疑问呢？	如果被告确实有罪，为什么还有这么多问题呢？	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure'}
question-18	もし無実であるならば、なぜここまで証拠を隠そうとするのでしょう？	如果您是无辜的，为什么要隐瞒这么多证据呢？	如果他是无辜的，那么为什么要这么做呢？	如果他们是无辜的，为什么还要不惜一切代价隐藏证据呢？	{'A': 'translation_gpt', 'B': 'translation_llama', 'C': 'translation_azure'}
question-19	共犯者の存在を否定する根拠が他にあるでしょうか？	还有其他否认共犯者存在的理由吗？	否认共犯者存在的依据还有其他的吗？	还有什么其他理由可以否认共犯的存在呢？	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure'}
question-20	証拠が正当に収集されたことを確認していますか？	您确定这些证据是合法获取的吗？	您确定证据已及时收集吗？	您是否确认证据是合法收集的？	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt'}
question-21	証拠を見れば、明らかに一致しますよね？	拿到证据不就一致了吗？	看了证据后，显然是一致的，对吧？	如果你看一下证据，它显然是匹配的，对吧？	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure'}
question-22	証拠資料は全て揃っているのですよね？	证据资料都全齐了吗？	你有所有的证据，对吧？	证据资料是不是全部都准备好了呢？	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama'}
question-23	証拠品があなたのものであると確認したのではないですか？	不是已经确认证物是你的吗？	你不是确认了证据是属于你的吗？	你不是已经确认过物证是你的了吗？	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama'}
question-24	証人の供述には矛盾がありますよね？	证人作证中存在矛盾，是吧？	证人的陈述有不一致的地方，对吧？	证人的供述有矛盾，对吧？	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt'}
question-25	証人は以前にも同様の証言をしましたよね？	证人以前也作过类似的证词，对吧？	证人以前也做过类似的证词吧？	证人以前也作过类似的证词，对吧？	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt'}
question-26	証人は当日の出来事を全て覚えているのですね？	证人记得那天发生的一切，对吧？	证人记得当天的所有事情，对吧？	证人记得当天发生的所有事情吧？	{'A': 'translation_azure', 'B': 'translation_gpt', 'C': 'translation_llama'}
question-27	真実を隠す理由が他にあるわけではないですよね？	你没其他隐瞒真相的理由吧？	没有其他理由隐藏真相，对吧？	没有其他理由来隐瞒真相，对吧？	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt'}
question-28	真実を知っているのに、どうしてそれを隠すのでしょう？	明知真相，为什么要隐瞒呢？	如果你知道真相，为什么要隐瞒呢？	明明知道真相，为什么要隐瞒呢？	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt'}
question-29	誠実な人が、これほど多くの矛盾した証言をするでしょうか？	一个诚实的人怎么能给出这么多相互矛盾的证词呢？	 诚实的人会作出这么多相互矛盾的证词吗？	诚实的人会做出这么多矛盾的证词吗？	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt'}
question-30	他にも疑問を持つべき点があるのではないですか？	还不是有其他值得怀疑的地方吗？	难道没有其他问题你应该有吗？	难道不还有其他应该质疑的地方吗？	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt'}
question-31	誰が見ても不自然な流れですよね？	这对每个人来说都是一种不自然的流动，不是吗？	谁都看得出这个发展是不自然的吧？	这流程任谁看了都会觉得不自然，对吧？	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt'}
question-32	誰しも誤解や誤認をすることがありますよね？	任何人都有可能产生误解或误认，对吧？	我们都有误解和错误识别，对吧？	谁都有可能会产生误解或误认吧？	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama'}
question-33	適正な手続きを踏まなければならないのは当然ですよね？	您必须遵循正当程序是很自然的，对吧？	自然是应该按照正当程序的吧？	当然应该遵循适当的程序，不是吗？	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt'}
question-34	犯行現場にいたことを否定するには、これ以上の証拠が本当に必要でしょうか？	要否定在犯罪现场的事实，真的需要更多证据吗？	你真的需要更多的证据来否认你在犯罪现场吗？	为了否认自己在犯罪现場，难道还需要更多的证据吗？	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama'}
question-35	被害者と被告人が口論していた事実は否定できないのではないですか？	被害者和被告人发生口角的事实是不是不能否认？	你无法否认受害者与被告人在争吵这一事实，对吧？	受害者和被告在争论不是不可否认吗？	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure'}
question-36	被告人がその場にいなかったという主張は、これほどの証拠を前にして信じられるでしょうか？	面对如此多的证据，被告不在场的说法是否可信？	被告人不在现场的辩称，在如此众多的证据面前，还有可信度吗？	被告人不在现场的主张，在如此多的证据面前能被相信吗？	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt'}
question-37	被告人が現場にいたことは間違いないのですか？	被告是否肯定在案发现场？	你确定被告在现场吗？	被告确定在现场吗？	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt'}
question-38	被告人が犯行現場にいたことを証明する証拠があるのではないですか？	被告是否在犯罪现场的证据存在呢？	是不是有证据证明被告人在犯罪现场？	难道没有证据证明被告在犯罪现场吗？	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure'}
question-39	被告人のアリバイが成立しないということは明らかではないですか？	被告的不在场证明不是很清楚吗？	被告人的不在场证明不能成立这点不是很明显吗？	被告人的不在证明不成立不是显而易见的吗？	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt'}
question-40	被告人の証言は信じがたいですよね？	被告的证词难以置信吧？	被告的证词很难相信，不是吗？	被告人的证词是难以置信的吧？	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama'}
question-41	被告人の人権は、この場でどうして尊重されないのでしょうか？	为什么在这个场合被告人的人权不被尊重？	为什么被告的人权在这里得不到尊重？	被告人的人权，在这里为什么不被尊重呢？	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama'}
question-42	被告人の陳述は一貫していますよね？	被告的陈述是一贯的吗？	被告的陈述是一致的，对吧？	被告人的陈述是一致的呢？	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama'}
question-43	被告人はその現場にいなかったのではありませんか？	被告不在现场吗？	被告不是在现场吗？	被告人不是没在现场吗？	{'A': 'translation_gpt', 'B': 'translation_azure', 'C': 'translation_llama'}
question-44	被告人はその時刻に現場付近にいたと認めたのではないですか？	被告人当时不是在案发现场附近吗？	被告人不承认当时在现场附近吗？	被告不是承认他当时在现场附近吗？	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure'}
question-45	被告人にはアリバイがないのですか？	被告没有不在场证明吗？	被告人没有不在场证明吗？	被告没有不在场证明吗？	{'A': 'translation_gpt', 'B': 'translation_llama', 'C': 'translation_azure'}
question-46	被告人はその日、午後8時には家に帰ったと述べているのですね？	被告人称自己当天八点钟就回家了，是这样吗？	被告说他当天晚上 8 点到家了？	被告人说那天晚上8点回到了家，对吗？	{'A': 'translation_llama', 'B': 'translation_azure', 'C': 'translation_gpt'}
question-47	弁護士が提出した資料は全て確認済みではないですか？	辩护律师提交的资料全部都已经确认过了吗？	律师提交的资料不是都确认了吗？	您是否检查了律师提交的所有材料？	{'A': 'translation_llama', 'B': 'translation_gpt', 'C': 'translation_azure'}
question-48	法廷での宣誓を理解していますね？	你明白法庭上的誓言，不是吗？	你明白在法庭上宣誓的意思吗？	您理解在法庭上的宣誓吗？	{'A': 'translation_azure', 'B': 'translation_llama', 'C': 'translation_gpt'}
question-49	目撃者の記憶が曖昧であることを、誰が否定できるのでしょうか？	谁能否认证人的记忆是模糊的呢？	谁能否定目击者的记忆是模糊的呢？	谁能否认目击者的记忆是模糊的呢？	{'A': 'translation_azure', 'B': 'translation_gpt', 'C': 'translation_llama'}
question-50	目撃者の証言が矛盾しているとは思いませんか？	你不觉得目击者的证词有矛盾吗？	您不认为目击者的证言是相互矛盾的吗？	你不觉得目击者的证词是矛盾的吗？	{'A': 'translation_gpt', 'B': 'translation_llama', 'C': 'translation_azure'}
