id	source_japanese	llama_english	llama_chinese	llama_vietnamese
question-23	証拠品があなたのものであると確認したのではないですか？	Didn't you confirm that the evidence was yours?	你不是已经确认过物证是你的了吗？	Anh/chị có xác nhận rằng vật chứng là của anh/chị không?
question-24	証人の供述には矛盾がありますよね？	The witness's testimony is contradictory, isn't it?	证人作证中存在矛盾，是吧？	Phát biểu của nhân chứng có mâu thuẫn đấy không？
question-25	証人は以前にも同様の証言をしましたよね？	Didn't the witness give similar testimony before?	证人以前也做过类似的证词吧？	Người chứng kiến đã từng khai như vậy trước đây rồi chứ?
question-26	証人は当日の出来事を全て覚えているのですね？	You do remember all the events of that day, don't you?	证人记得当天发生的所有事情吧？	Chứng nhân có nhớ tất cả sự việc trong ngày hôm đó đúng không？
question-27	真実を隠す理由が他にあるわけではないですよね？	There is no other reason to conceal the truth, is there?	你没其他隐瞒真相的理由吧？	Có lý do khác để che giấu sự thật không đúng chứ?
question-28	真実を知っているのに、どうしてそれを隠すのでしょう？	Why are you hiding it when you know the truth?	明知真相，为什么要隐瞒呢？	Biết sự thật mà sao lại giấu đi như vậy chứ?
question-29	誠実な人が、これほど多くの矛盾した証言をするでしょうか？	Would an honest person give so many contradictory testimonies?	 诚实的人会作出这么多相互矛盾的证词吗？	Người thành thật thì có làm chứng ngược nhau như vậy không?
question-30	他にも疑問を持つべき点があるのではないですか？	Are there not other points that should be questioned as well?	还不是有其他值得怀疑的地方吗？	Có điểm nào khác mà chúng ta nên đặt câu hỏi không?
question-31	誰が見ても不自然な流れですよね？	Isn't it an unnatural flow for anyone to see?	谁都看得出这个发展是不自然的吧？	 Ai thấy cũng đều cảm thấy dòng chảy này không tự nhiên nhỉ?
question-32	誰しも誤解や誤認をすることがありますよね？	Doesn't everyone make mistakes or misidentifications sometimes?	谁都有可能会产生误解或误认吧？	Mọi người đều có thể nhầm lẫn hoặc hiểu lầm đúng không?
question-33	適正な手続きを踏まなければならないのは当然ですよね？	It is necessary to proceed with the proper procedures, isn't it?	自然是应该按照正当程序的吧？	Tất nhiên là phải tuân theo thủ tục hợp lý rồi đúng không?
question-34	犯行現場にいたことを否定するには、これ以上の証拠が本当に必要でしょうか？	Is further evidence really necessary to deny being at the scene of the crime?	为了否认自己在犯罪现場，难道还需要更多的证据吗？	Có cần thêm chứng cứ nào khác để phủ nhận việc có mặt tại hiện trường tội phạm không?
question-35	被害者と被告人が口論していた事実は否定できないのではないですか？	Can't the fact that the victim and the defendant were arguing be undeniable?	被害者和被告人发生口角的事实是不是不能否认？	Liệu sự thật về việc nạn nhân và bị cáo đã cãi nhau không phải là không thể phủ nhận hay sao?
question-36	被告人がその場にいなかったという主張は、これほどの証拠を前にして信じられるでしょうか？	Can the claim that the defendant was not at the scene be believed in the face of such evidence?	被告人不在现场的辩称，在如此众多的证据面前，还有可信度吗？	Bị cáo không có mặt tại hiện trường, luận điểm này có thể tin được khi đã có những bằng chứng như vậy không?
question-37	被告人が現場にいたことは間違いないのですか？	Was it unmistakable that the defendant was at the scene?	被告是否肯定在案发现场？	Có phải không sai là bị cáo có mặt tại hiện trường không?
question-38	被告人が犯行現場にいたことを証明する証拠があるのではないですか？	Don't you have any evidence to prove that the defendant was at the scene of the crime?	被告是否在犯罪现场的证据存在呢？	Có bằng chứng chứng minh bị cáo có mặt tại hiện trường tội phạm tidak phải vậy吗？
question-39	被告人のアリバイが成立しないということは明らかではないですか？	Is it not clear that the defendant's alibi does not hold up?	被告人的不在场证明不能成立这点不是很明显吗？	Có phải là rõ ràng là không có lý do rõ ràng để bị cáo bị kết tội không?
question-40	被告人の証言は信じがたいですよね？	Isn't the defendant's testimony unbelievable?	被告人的证词是难以置信的吧？	Bị đơn có lời khai không thể tin được đấy nhỉ？
question-41	被告人の人権は、この場でどうして尊重されないのでしょうか？	Why is the defendant's human rights not respected here, I wonder?	被告人的人权，在这里为什么不被尊重呢？	Quyền con người của bị cáo thì tại sao lại không được tôn trọng ở đây?
question-42	被告人の陳述は一貫していますよね？	Isn't the defendant's statement consistent?	被告人的陈述是一致的呢？	Bị cáo có lời khai nhất quán không?
question-43	被告人はその現場にいなかったのではありませんか？	Wasn't the defendant at the scene?	被告人不是没在现场吗？	Bị cáo có mặt tại hiện trường đó chứ không phải không?
question-44	被告人はその時刻に現場付近にいたと認めたのではないですか？	Didn't the defendant admit that they were near the scene at that time?	被告人当时不是在案发现场附近吗？	Bị cáo có phải đã thừa nhận mình có mặt gần hiện trường vào lúc đó không？
question-45	被告人にはアリバイがないのですか？	Does the defendant have no alibi?	被告人没有不在场证明吗？	Bị cáo có không có án để minh oan cho họ không？
question-46	被告人はその日、午後8時には家に帰ったと述べているのですね？	The defendant is saying that they were back home by 8 PM that day, aren't they?	被告人称自己当天八点钟就回家了，是这样吗？	Bị cáo nói là vào ngày hôm đó, vào lúc 8 giờ tối thì đã về nhà phải không?
question-47	弁護士が提出した資料は全て確認済みではないですか？	Haven't all the documents submitted by the lawyer been confirmed?	辩护律师提交的资料全部都已经确认过了吗？	Luật sư đã gửi tài liệu đã được xác nhận tất cả chưa?
question-48	法廷での宣誓を理解していますね？	Do you understand the oath in this court?	你明白在法庭上宣誓的意思吗？	Anh chị có hiểu lời tuyên thệ tại tòa án không?
question-49	目撃者の記憶が曖昧であることを、誰が否定できるのでしょうか？	Who can deny that the witness's memory is vague?	谁能否认目击者的记忆是模糊的呢？	Ai có thể phủ nhận rằng ký ức của nhân chứng là không rõ ràng?
question-50	目撃者の証言が矛盾しているとは思いませんか？	Don't you think that the witness's testimony is contradictory?	您不认为目击者的证言是相互矛盾的吗？	Anh có nghĩ rằng lời khai của nhân chứng mâu thuẫn với nhau không?
