id,omission_A,addition_A,word_meaning_A,fluency_A,omission_B,addition_B,word_meaning_B,fluency_B,omission_C,addition_C,word_meaning_C,fluency_C,omission_D,addition_D,word_meaning_D,fluency_D
handbook-051,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-052,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-053,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-054,0,0,0,5,1,1,1,5,0,1,0,5,0,1,0,5
handbook-055,1,1,1,5,0,1,0,5,1,1,1,5,1,1,1,5
handbook-056,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-057,0,0,0,5,1,1,1,5,1,1,1,5,0,0,0,5
handbook-058,1,1,0,5,1,1,0,5,1,1,1,5,1,1,1,4
handbook-060,1,1,1,5,1,1,1,5,0,0,0,4,1,1,1,5
handbook-061,0,0,0,5,1,1,0,5,1,1,1,4,1,1,1,5
handbook-062,1,1,1,5,0,0,0,4,1,1,1,5,1,1,1,5
handbook-064,1,1,1,4,1,1,1,5,1,1,1,4,1,1,1,5
handbook-068,0,0,1,5,1,0,1,5,0,0,0,4,1,1,1,5
handbook-069,1,1,1,3,1,1,1,5,1,1,1,4,1,1,1,5
handbook-071,1,1,1,5,0,1,0,4,1,1,1,5,0,1,0,5
handbook-072,1,1,1,5,1,1,1,5,0,1,0,4,1,1,1,5
handbook-074,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-075,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,3
handbook-076,0,0,0,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-077,1,1,1,5,1,1,1,5,0,1,0,3,0,0,0,1
handbook-078,1,1,1,5,1,1,0,5,1,0,0,3,1,1,1,5
handbook-079,1,1,1,5,1,1,1,5,1,1,1,5,0,1,0,5
handbook-080,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,3
handbook-081,0,0,0,3,1,1,1,4,1,1,1,4,0,0,0,2
handbook-082,1,1,1,4,0,0,0,4,1,1,1,4,1,1,1,5
handbook-083,1,1,1,5,1,1,1,5,0,1,0,4,1,1,1,5
handbook-084,0,0,0,3,1,1,1,5,1,1,1,5,1,1,1,5
handbook-085,0,0,0,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-086,1,1,1,5,1,1,1,5,0,1,0,4,0,0,0,2
handbook-087,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,1
handbook-088,1,1,1,5,0,0,0,3,1,1,1,5,1,1,1,5
handbook-089,1,1,1,5,0,0,0,2,1,1,1,5,1,1,1,5
handbook-090,1,1,1,5,1,1,1,5,0,1,0,4,1,1,1,5
handbook-091,1,1,1,5,1,1,1,5,1,1,1,5,1,0,0,3
handbook-092,1,1,1,5,1,0,0,5,1,1,0,4,1,1,1,5
handbook-093,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-094,1,1,1,5,1,1,0,5,0,1,0,4,1,1,0,5
handbook-095,1,1,1,5,1,0,0,4,1,1,1,5,0,0,0,4
handbook-096,0,1,1,4,1,1,0,4,1,1,1,4,1,1,1,4
handbook-098,0,0,0,2,1,1,0,2,1,1,1,5,0,0,0,1
handbook-099,1,1,1,5,0,0,0,3,1,1,0,4,1,1,1,5
handbook-100,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,1
handbook-101,1,1,1,5,1,1,1,5,1,1,0,5,0,0,0,4
handbook-102,1,0,1,5,1,1,1,5,1,1,1,5,0,1,0,4
handbook-104,0,0,0,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-105,1,1,1,5,1,1,1,5,1,1,1,4,1,1,1,5
handbook-106,1,1,1,5,0,1,1,5,1,1,1,5,1,1,1,5
handbook-107,1,1,1,5,1,1,0,5,1,1,1,4,1,1,1,5
handbook-108,1,1,0,3,1,1,1,5,1,1,1,5,1,1,0,3
handbook-109,1,1,1,5,1,1,1,5,1,1,1,5,1,1,0,5
handbook-110,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-112,0,1,1,3,1,1,0,4,1,1,1,5,1,1,1,4
handbook-113,1,1,1,5,1,1,1,5,1,1,0,4,1,1,1,5
handbook-114,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-115,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-116,0,0,0,3,1,1,1,4,1,1,1,4,1,1,1,5
handbook-117,1,1,1,5,1,1,1,5,1,1,1,5,1,1,0,5
handbook-118,1,1,1,5,1,1,0,4,1,1,0,4,1,1,1,5
handbook-121,1,1,1,5,1,1,1,5,1,1,1,5,1,0,0,5
handbook-122,1,1,1,5,1,1,0,5,1,1,1,5,1,1,1,5
handbook-123,1,1,1,5,0,0,0,5,1,1,1,5,0,0,0,4
handbook-124,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-125,1,1,1,5,1,1,1,5,1,1,1,5,1,1,0,5
handbook-126,1,1,1,5,1,1,1,5,0,1,0,5,1,1,1,5
handbook-129,1,1,1,5,0,1,0,4,1,1,0,4,1,1,1,5
handbook-132,0,1,1,5,1,1,1,5,1,1,0,5,0,1,1,5
handbook-133,1,1,1,5,1,1,1,5,1,1,0,5,1,1,1,5
handbook-134,1,1,1,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-135,1,1,1,5,0,1,0,5,1,1,1,5,1,1,1,3
handbook-136,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-137,0,0,0,3,1,1,1,5,1,1,1,5,0,0,0,5
handbook-139,0,1,1,3,1,1,0,5,0,1,1,4,0,1,1,5
handbook-140,1,1,1,5,1,1,0,5,1,1,1,5,1,1,1,5
handbook-141,1,1,1,5,1,1,1,4,1,1,1,5,1,1,1,5
handbook-142,1,1,1,4,1,1,1,4,1,0,0,5,0,0,0,5
handbook-143,0,0,0,3,1,1,1,4,0,1,1,4,1,1,1,5
handbook-144,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-145,1,1,1,5,1,0,0,5,0,1,1,4,1,1,1,5
handbook-146,1,1,1,5,0,0,0,4,1,0,0,4,1,1,1,5
handbook-147,1,1,1,5,0,1,0,5,1,1,1,5,1,1,1,5
handbook-148,1,1,1,4,0,1,1,5,1,1,1,5,0,0,0,4
handbook-149,1,1,1,5,1,1,1,5,0,1,1,4,1,1,1,5
handbook-150,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-151,1,1,1,5,1,0,0,5,0,1,0,5,1,1,1,5
handbook-152,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-153,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-155,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-156,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,5
handbook-157,1,1,1,5,1,1,1,4,1,1,1,5,1,1,1,5
handbook-158,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-159,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,4
handbook-160,1,1,1,5,1,0,1,4,0,0,0,3,1,1,1,5
handbook-161,1,1,1,5,1,1,0,4,0,1,0,4,1,1,1,5
handbook-162,1,1,1,5,1,1,1,5,1,1,1,4,1,1,1,5
handbook-163,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-164,1,1,1,5,1,1,1,5,0,0,0,5,1,1,0,5
handbook-165,1,1,1,5,1,1,0,4,0,1,0,4,0,1,1,5
handbook-166,0,0,0,2,1,1,1,5,0,0,0,5,1,1,0,5
handbook-167,0,1,1,5,0,1,1,5,1,1,1,4,0,1,1,5
handbook-168,0,0,0,2,1,1,1,5,1,1,1,5,1,1,1,5
handbook-169,0,1,0,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-170,1,1,1,5,0,1,0,4,0,1,0,4,1,1,1,5
handbook-171,1,1,1,5,1,1,1,5,1,1,1,5,0,1,0,4
handbook-172,1,1,1,5,0,0,0,3,1,1,1,5,0,1,0,4
handbook-173,1,1,1,5,1,1,1,5,0,1,0,5,0,1,0,3
handbook-174,1,1,1,5,1,1,0,5,1,1,1,5,1,1,1,5
handbook-175,1,1,1,5,1,1,1,5,1,1,0,5,1,1,1,5
handbook-176,1,1,1,5,1,0,1,4,1,1,1,5,0,1,0,5
handbook-177,1,0,1,5,1,1,1,5,1,1,0,5,1,1,1,5
handbook-178,0,1,0,5,1,1,1,5,0,0,0,3,1,1,1,5
handbook-179,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-180,1,1,1,5,1,1,0,4,1,1,1,5,1,1,1,5
handbook-181,1,1,1,5,1,1,1,5,0,1,0,5,1,1,1,5
handbook-182,0,0,0,5,1,1,0,5,0,1,0,2,1,1,1,5
handbook-183,1,0,0,3,0,0,1,4,1,1,1,5,1,1,1,5
handbook-184,1,0,0,3,0,0,0,1,1,1,1,5,1,1,1,5
handbook-185,1,1,1,5,0,1,0,4,0,1,0,4,1,1,1,5
handbook-186,1,1,1,5,1,1,1,5,0,0,0,5,0,0,0,5
handbook-187,1,1,1,5,1,1,0,5,1,1,1,5,1,1,1,5
handbook-188,1,1,1,5,1,1,1,5,0,1,0,3,1,1,1,5
handbook-189,0,0,0,3,1,1,1,5,1,1,0,4,1,1,1,5
handbook-190,1,1,1,4,0,0,0,4,1,1,1,5,0,1,0,4
handbook-191,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,3
handbook-192,1,1,1,5,1,0,0,3,1,1,1,4,1,1,1,4
handbook-194,1,1,1,5,1,1,1,5,1,1,0,5,0,1,0,5
handbook-195,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-196,0,1,0,5,1,1,1,3,1,1,1,5,1,1,1,5
handbook-197,0,0,0,2,1,1,1,5,1,1,1,5,0,1,0,3
handbook-200,1,0,0,3,1,1,1,4,1,1,1,5,1,0,1,4
handbook-201,1,1,1,5,0,0,0,3,1,1,1,4,1,0,0,3
handbook-202,1,1,1,3,0,1,0,2,0,1,0,3,1,1,1,4
handbook-203,1,1,1,5,1,1,1,5,0,0,0,3,1,1,1,5
handbook-205,1,1,1,5,0,0,0,5,0,0,0,4,1,1,1,5
handbook-206,1,1,1,5,1,1,1,5,0,0,0,5,0,0,0,5
handbook-208,0,0,1,3,0,0,0,2,1,1,1,5,1,1,1,5
handbook-209,0,0,1,4,1,1,1,5,0,0,1,5,1,1,0,4
handbook-210,1,1,1,5,1,1,0,4,0,1,0,4,0,0,0,2
handbook-211,0,1,0,3,1,1,1,5,0,0,0,3,1,1,1,5
handbook-212,1,1,1,5,1,1,1,5,0,0,0,3,0,0,0,3
handbook-216,1,1,1,5,1,1,1,4,0,0,0,3,0,0,0,2
handbook-217,1,1,1,5,0,1,1,5,1,0,0,5,1,1,1,5
handbook-219,1,1,1,5,1,1,1,5,1,1,1,5,1,1,0,5
handbook-220,1,1,1,5,1,1,1,5,0,1,0,3,1,1,1,5
handbook-223,1,1,1,5,1,1,1,5,1,1,0,5,0,0,0,3
handbook-224,1,1,1,5,1,1,1,5,1,1,0,5,1,1,0,5
handbook-225,1,1,1,5,1,1,1,5,1,0,0,3,1,1,1,5
handbook-227,1,1,1,5,0,0,0,3,1,1,1,5,1,1,1,5
handbook-228,1,1,1,5,0,1,0,4,0,1,0,3,1,1,1,5
handbook-229,0,1,0,5,0,1,0,5,1,1,1,5,1,1,1,5
handbook-231,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-233,1,1,1,5,1,1,1,5,1,0,0,5,1,1,1,5
handbook-236,1,1,1,5,1,1,1,5,1,1,1,5,0,1,0,5
handbook-237,1,1,1,5,0,1,0,3,1,1,1,5,1,1,1,5
handbook-238,1,1,1,5,1,1,0,5,1,1,1,5,0,0,0,5
handbook-239,1,1,1,5,1,1,1,5,1,0,1,4,1,1,1,5
handbook-241,1,0,1,1,0,1,0,4,1,1,1,4,1,1,1,4
handbook-246,1,1,1,5,1,1,1,5,0,1,0,5,0,1,0,3
handbook-247,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,4
handbook-248,1,1,1,5,1,0,1,5,1,1,1,5,1,0,0,4
handbook-249,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-250,1,1,1,5,1,1,1,4,0,1,0,3,0,0,0,3
handbook-251,1,1,1,5,1,1,1,4,0,0,0,3,1,1,0,5
handbook-252,1,1,1,4,1,1,1,5,1,1,1,5,1,0,0,4
handbook-253,1,1,0,5,1,1,1,4,1,1,0,4,1,1,1,4
handbook-254,0,1,0,2,1,1,1,4,0,1,1,4,1,1,1,5
handbook-255,1,1,1,5,1,1,1,5,0,1,0,4,0,0,0,2
handbook-256,1,1,1,5,1,1,1,5,0,0,0,3,0,0,0,3
handbook-257,1,1,1,5,1,1,1,5,1,1,0,5,1,1,0,4
handbook-258,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,3
handbook-259,1,1,1,5,1,1,1,5,1,1,0,4,1,0,1,4
handbook-260,1,1,1,5,1,1,0,5,1,1,1,5,1,1,1,5
handbook-261,0,0,0,3,1,1,1,4,1,1,1,5,0,0,0,3
handbook-262,1,1,1,5,1,1,1,4,0,1,0,3,1,1,1,5
handbook-263,1,1,1,5,1,1,1,5,0,0,0,3,1,1,1,5
handbook-264,1,1,1,4,1,1,1,3,1,1,1,5,1,0,0,4
handbook-265,1,1,1,5,0,1,0,3,1,1,1,5,1,1,1,5
handbook-266,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,3
handbook-267,0,1,0,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-268,1,1,1,5,0,0,0,3,0,0,0,3,1,1,1,5
handbook-269,1,1,1,5,0,0,0,3,1,0,0,2,1,1,1,4
handbook-270,0,0,1,3,0,0,0,3,1,1,1,4,1,1,1,4
handbook-271,1,1,1,5,1,1,1,5,1,1,1,4,0,1,0,4
handbook-276,1,1,1,5,0,0,0,2,0,0,0,3,1,1,1,5
handbook-277,1,1,1,5,0,0,0,4,0,0,0,3,1,1,1,5
handbook-278,1,1,0,5,0,0,0,5,1,1,0,5,1,1,1,5
handbook-283,1,1,1,4,1,1,1,3,1,1,0,4,1,1,1,4
handbook-290,1,1,1,5,1,1,1,5,0,0,0,3,1,1,1,5
handbook-291,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,4
handbook-292,0,0,0,3,0,0,0,2,1,1,1,5,1,1,1,4
handbook-293,0,0,0,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-294,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-295,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,4
handbook-296,1,1,1,5,1,0,0,5,1,1,1,5,0,0,0,5
handbook-297,1,1,1,4,0,0,0,2,1,1,1,5,1,1,1,4
handbook-299,1,0,0,4,1,1,1,5,1,1,1,5,1,1,1,5
handbook-300,1,1,1,5,1,1,1,5,1,1,1,4,0,1,0,4
handbook-301,1,1,1,5,0,0,0,5,1,1,1,5,1,1,1,5
handbook-302,1,1,1,5,1,1,1,5,1,0,0,3,1,1,1,5
handbook-303,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5
handbook-304,1,1,1,5,0,0,0,3,1,1,0,3,1,1,1,5
handbook-305,1,1,1,5,1,1,1,5,1,1,1,5,0,0,0,1
handbook-306,1,1,1,4,1,1,0,3,1,1,1,5,1,1,1,4
handbook-307,1,1,1,5,1,1,1,5,1,0,0,5,1,1,1,5
handbook-308,1,1,1,5,1,0,0,4,1,1,1,4,1,0,0,3
handbook-309,0,0,0,4,1,1,1,5,1,1,1,5,1,0,0,4
